time;v;t;i;SOC;bal;chg
07:38:42;49,31;30,0;-17,88;96;0;0
07:38:43;49,31;30,0;-14,88;96;0;0
07:38:44;49,38;30,0;-12,5;96;0;0
07:38:45;49,38;30,0;0;96;0;0
07:38:46;49,38;30,0;0;96;0;0
07:38:47;49,38;30,0;0;96;0;0
07:38:48;49,38;30,0;0;96;0;0
07:38:49;49,38;30,0;-10,13;96;0;0
07:38:50;49,19;30,0;-48,88;96;0;0
07:38:51;49,31;30,0;-30,75;96;0;0
07:38:52;49,38;30,0;-15,25;96;0;0
07:38:53;49,38;30,0;0;96;0;0
07:38:54;49,31;30,0;-26,25;96;0;0
07:38:55;49,31;30,0;-21,25;96;0;0
07:38:56;49,31;30,0;-25,63;96;0;0
07:38:57;49,38;30,0;-14,0;96;0;0
07:38:58;49,38;30,0;-17,88;96;0;0
07:38:59;49,31;30,0;-34,25;96;0;0
07:39:00;49,31;30,0;-37,0;96;0;0
07:39:01;49,06;30,0;-79,88;96;0;0
07:39:02;49,31;30,0;-16,75;96;0;0
07:39:03;49,38;30,0;0;96;0;0
07:39:04;49,13;30,0;-75,38;96;0;0
07:39:05;49,06;30,0;-94,75;96;0;0
07:39:06;48,94;30,0;-116,0;96;0;0
07:39:07;49,31;30,0;-16,13;96;0;0
07:39:08;49,38;30,0;0;96;0;0
07:39:09;49,31;30,0;-19,13;96;0;0
07:39:10;49,31;30,0;-15,88;96;0;0
07:39:11;49,19;30,0;-48,0;96;0;0
07:39:12;49,19;30,0;-48,0;96;0;0
07:39:13;49,25;30,0;-33,75;96;0;0
07:39:14;49,31;30,0;-29,25;96;0;0
07:39:15;49,31;30,0;-28,63;96;0;0
07:39:16;49,38;30,0;-11,63;96;0;0
07:39:17;49,19;30,0;-48,25;96;0;0
07:39:18;49,19;30,0;-52,5;96;0;0
07:39:19;49,25;30,0;-35,75;96;0;0
07:39:20;48,88;30,0;-118,63;96;0;0
07:39:21;48,69;30,0;-171,63;96;0;0
07:39:22;48,75;30,0;-152,25;96;0;0
07:39:23;48,69;30,0;-161,5;96;0;0
07:39:24;48,5;30,0;-191,63;96;0;0
07:39:25;49,56;30,0;73,88;96;0;0
07:39:26;49,5;30,0;47,0;96;0;0
07:39:27;49,5;30,0;42,5;96;0;0
07:39:28;49,19;30,0;-50,38;96;0;0
07:39:29;49,38;30,0;0;96;0;0
07:39:30;49,25;30,0;-23,0;96;0;0
07:39:31;49,0;30,0;-85,5;96;0;0
07:39:32;48,94;30,0;-104,88;96;0;0
07:39:33;48,94;30,0;-95,38;96;0;0
07:39:34;49,13;30,0;-45,38;96;0;0
07:39:35;49,19;30,0;-43,0;96;0;0
07:39:36;49,25;30,0;-18,75;96;0;0
07:39:37;49,38;30,0;16,38;96;0;0
07:39:38;49,06;30,0;-64,38;96;0;0
07:39:39;49,0;30,0;-88,0;96;0;0
07:39:40;48,88;30,0;-108,5;96;0;0
07:39:41;49,38;30,0;21,75;96;0;0
07:39:42;49,31;30,0;0;96;0;0
07:39:43;48,94;30,0;-107,88;96;0;0
07:39:44;49,13;30,0;-44,13;96;0;0
07:39:45;49,25;30,0;-20,25;96;0;0
07:39:46;49,31;30,0;-12,0;96;0;0
07:39:47;49,19;30,0;-28,88;96;0;0
07:39:48;49,13;30,0;-52,13;96;0;0
07:39:49;49,31;30,0;0;96;0;0
07:39:50;48,81;30,0;-123,13;96;0;0
07:39:51;48,75;30,0;-138,25;96;0;0
07:39:52;49,44;30,0;29,13;96;0;0
07:39:53;49,31;30,0;0;96;0;0
07:39:54;48,88;30,0;-109,75;96;0;0
07:39:55;49,38;30,0;0;96;0;0
07:39:56;49,31;30,0;0;96;0;0
07:39:57;49,19;30,0;-41,5;96;0;0
07:39:58;48,81;30,0;-126,63;96;0;0
07:39:59;48,69;30,0;-155,0;96;0;0
07:40:00;48,81;30,0;-107,63;96;0;0
07:40:01;49,19;30,0;-25,38;96;0;0
07:40:02;49,13;30,0;-36,63;96;0;0
07:40:03;49,31;30,0;0;96;0;0
07:40:04;48,94;30,0;-95,38;96;0;0
07:40:05;49,06;30,0;-64,75;96;0;0
07:40:06;48,75;30,0;-144,88;96;0;0
07:40:07;49,19;30,0;-31,88;96;0;0
07:40:08;49,06;30,0;-53,38;96;0;0
